coach,lob_code,pos_id,client,address,postal_code,province,town,group,last_order,TOTAL_2025,TOTAL_OBJ,TOTAL_YTD1,TOTAL_YTD,AVENE SIN SOLAR_2025,AVENE SIN SOLAR_OBJ,AVENE SIN SOLAR_YTD1,AVENE SIN SOLAR_YTD,AVENE SOLAR_2025,AVENE SOLAR_OBJ,AVENE SOLAR_YTD1,AVENE SOLAR_YTD,DUCRAY_2025,DUCRAY_OBJ,DUCRAY_YTD1,DUCRAY_YTD,A-DERMA_2025,A-DERMA_OBJ,A-DERMA_YTD1,A-DERMA_YTD,DEXERYL_2025,DEXERYL_OBJ,DEXERYL_YTD1,DEXERYL_YTD
JESICA ELISABET CACERES GAMIZ,0001009567,C006269,MORADELL LLOBET EVA,PA FREDERIC RAHOLA 19,17488,GIRONA,CADAQUES,NO GRUPOS,21/07/2026,15.402,18.482,10.312,11.574,4.136,4.963,2.274,3.043,9.812,11.775,7.051,7.785,241,290,171,282,921,1.105,726,409,292,350,90,54
JESICA ELISABET CACERES GAMIZ,0001009814,C006467,CASANOVAS ALTARRIBA MARGARITA,CL VALL-LLOBERA 17,17455,GIRONA,CALDES DE MALAVELLA,NO GRUPOS,28/06/2026,2.162,2.595,1.090,1.061,715,858,443,338,61,74,61,38,558,669,172,362,678,814,321,146,151,181,93,176
JESICA ELISABET CACERES GAMIZ,0001009824,C006477,BRUNSO TEIXIDOR JOSEP,CR ANTIGA DE BANYOLES 15,17481,GIRONA,SANT JULIA DE RAMIS,NO GRUPOS,30/06/2026,4.722,5.666,2.744,4.681,2.052,2.462,789,1.669,968,1.161,949,1.070,908,1.089,400,1.197,354,425,235,550,440,528,372,194
JESICA ELISABET CACERES GAMIZ,0001010055,C006669,MATAMALA JOAN MARIA JOSE,CL MAYOR 39,17230,GIRONA,PALAMOS,NO GRUPOS,23/02/2026,2.460,2.952,2.765,1.074,48,57,48,287,2.412,2.895,2.692,614,0,0,0,174,0,0,25,0,0,0,0,0
JESICA ELISABET CACERES GAMIZ,0001010324,C006834,CELRA FRIGOLE MONTSERRAT,CL CAP NORFEU 47,17480,GIRONA,ROSES,NO GRUPOS,28/11/2025,220,264,0,-220,0,0,0,0,,,,,0,0,0,0,0,0,0,0,220,264,0,-220
JESICA ELISABET CACERES GAMIZ,0001010416,C006911,GISPERT DOMENECH JORDI,CL CARMEN CARLES 16 (FARMACIA),17111,GIRONA,VULPELLAC,NO GRUPOS,30/04/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JESICA ELISABET CACERES GAMIZ,0001010416,C019439,GISPERT DOMENECH JORDI,CL CARMEN CARLES 16 (FARMACIA),17111,GIRONA,VULPELLAC,NO GRUPOS,30/04/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
JESICA ELISABET CACERES GAMIZ,0001010416,C043873,GISPERT DOMENECH JORDI,CL CARMEN CARLES 16 (FARMACIA),17111,GIRONA,VULPELLAC,NO GRUPOS,30/04/2026,2.979,3.575,1.879,2.643,1.233,1.480,636,863,1.085,1.302,1.085,1.380,473,567,90,283,134,161,68,62,53,64,0,54
JESICA ELISABET CACERES GAMIZ,0001010537,C025698,BIRAUD DAMIEN,CL JOSEP PLA 84,17411,GIRONA,VIDRERES,NO GRUPOS,29/06/2026,1.838,2.206,1.469,2.180,670,804,401,768,0,0,0,20,392,471,392,217,646,775,572,895,130,156,104,281
JESICA ELISABET CACERES GAMIZ,0001010552,C007021,FRANCH SERRA TERESA,CL INDUSTRIA 41,17160,GIRONA,ANGLES,ECOCEUTICS,29/06/2026,4.222,5.066,3.481,3.200,1.072,1.286,734,903,2.173,2.608,2.085,1.859,635,762,419,271,203,243,153,93,139,167,91,74
JESICA ELISABET CACERES GAMIZ,0001010553,C007023,DELLONDER NAVARRO MERCE,CL AUMET 48,17460,GIRONA,CELRA,NO GRUPOS,13/07/2026,3.482,4.178,2.260,5.425,1.150,1.380,306,662,1.640,1.968,1.660,2.676,-40,-48,-67,1.499,660,792,362,578,71,85,0,9
JESICA ELISABET CACERES GAMIZ,0001010573,C007038,BOSCH PUJOLAR MARTA,CL TARRAGONA 93-95,17480,GIRONA,ROSES,ECOCEUTICS,29/07/2026,7.072,8.486,4.942,4.526,3.051,3.662,1.487,1.139,2.385,2.862,2.240,2.259,767,920,523,879,784,941,642,181,84,101,50,68
JESICA ELISABET CACERES GAMIZ,0001010730,C008744,MUÑOZ CUBILLO JOSEP MARIA,PS DELS PAISOS CATALANS 145,17190,GIRONA,SALT,NO GRUPOS,09/04/2026,22,27,22,13,,,,,,,,,0,0,0,0,22,27,22,0,0,0,0,13
JESICA ELISABET CACERES GAMIZ,0001010891,C007311,TALLADA MATEU ELVIRA,AV CATALUNYA 6,17310,GIRONA,LLORET DE MAR,NO GRUPOS,10/07/2026,4.416,5.299,2.840,3.804,2.288,2.746,1.241,1.289,807,968,807,1.115,449,539,203,622,528,633,466,614,344,413,123,164
JESICA ELISABET CACERES GAMIZ,0001010908,C041720,VIDAL PONT SANDRA,CL MONTURIOL 19 (FARMACIA),17600,GIRONA,FIGUERES,NO GRUPOS,19/11/2023,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
JESICA ELISABET CACERES GAMIZ,0001011025,C015823,MARTINEZ SURIS MIREIA,CL SANT PERE 6 (FARMACIA),17310,GIRONA,LLORET DE MAR,NO GRUPOS,25/06/2026,604,725,370,240,294,352,170,100,34,41,34,38,164,197,78,51,63,75,38,0,49,59,49,50
JESICA ELISABET CACERES GAMIZ,0001011025,C041688,MARTINEZ SURIS MIREIA,CL SANT PERE 6 (FARMACIA),17310,GIRONA,LLORET DE MAR,NO GRUPOS,25/06/2026,230,276,230,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,29,0,201,241,201,0
JESICA ELISABET CACERES GAMIZ,0001011031,C007405,ALABALL RADRESA CAROLINA,AV GRECIA 14,17258,GIRONA,"ESTARTIT, L'",NO GRUPOS,04/07/2026,11.704,14.045,10.081,10.227,2.835,3.401,2.052,2.034,5.387,6.465,5.375,5.463,1.507,1.808,1.240,1.262,1.521,1.826,1.120,1.206,454,544,295,262
JESICA ELISABET CACERES GAMIZ,0001011092,C022151,RIERA FINA C. B,CL ANDREU TUYET SANTAMARIA 16,17003,GIRONA,GIRONA,NO GRUPOS,30/06/2026,10.992,13.191,7.470,6.907,4.634,5.561,2.038,1.891,2.619,3.143,2.619,2.599,1.693,2.032,1.266,1.398,1.412,1.694,1.205,531,634,760,341,487
JESICA ELISABET CACERES GAMIZ,0001011426,C012957,CANAL BELLVEHI MARC,CL MARQUES CALDES DE MONTBUI 53 (FARMACIA),17003,GIRONA,GIRONA,NO GRUPOS,12/05/2026,0,0,0,8,0,0,0,0,,,,,0,0,0,8,,,,,0,0,0,0
JESICA ELISABET CACERES GAMIZ,0001011426,C043219,CANAL BELLVEHI MARC,CL MARQUES CALDES DE MONTBUI 53 (FARMACIA),17003,GIRONA,GIRONA,NO GRUPOS,12/05/2026,1.374,1.649,1.374,509,873,1.048,873,177,,,,,324,389,324,276,102,123,102,0,75,90,75,56
JESICA ELISABET CACERES GAMIZ,0001011501,C007775,BECH GIBERT NURIA,CL ESPOLLA 20,17751,GIRONA,SANT CLIMENT SESCEBES,NO GRUPOS,24/06/2026,157,189,53,152,43,52,24,40,,,,,52,62,0,63,36,43,12,12,26,31,17,36
JESICA ELISABET CACERES GAMIZ,0001011501,C033158,BECH GIBERT NURIA,CL ESPOLLA 20,17751,GIRONA,SANT CLIMENT SESCEBES,NO GRUPOS,24/06/2026,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0
JESICA ELISABET CACERES GAMIZ,0001011550,C012868,FARMACIA CREIXELL C.B.,CL MURALLA 36,17300,GIRONA,BLANES,NO GRUPOS,22/07/2026,19.635,23.562,12.966,13.467,12.240,14.688,7.065,6.011,4.318,5.181,4.259,4.937,1.352,1.622,738,1.044,1.006,1.207,641,1.040,720,864,263,435
JESICA ELISABET CACERES GAMIZ,0001012155,C008280,MANERA FABREGA CATERINA,CL JOAN MARAGALL 7 (FARMACIA),17600,GIRONA,FIGUERES,ECOCEUTICS,27/07/2026,12.997,15.597,8.702,6.711,3.918,4.701,2.101,1.631,3.794,4.553,3.756,2.570,3.606,4.327,1.729,1.648,998,1.197,763,319,682,818,355,543
JESICA ELISABET CACERES GAMIZ,0001012344,C021753,FARMACIA CAN GIBERT C.B.,CL SAN SEBASTIA 36,17006,GIRONA,GIRONA,NO GRUPOS,09/06/2026,630,756,15,1.940,536,643,0,401,-60,-72,0,898,0,0,0,141,0,0,0,9,155,186,15,492
JESICA ELISABET CACERES GAMIZ,0001012531,C010569,CASAS ONYOS CLAUDIA,CL ESTACIO 37 (FCIA),17457,GIRONA,RIUDELLOTS DE LA SELVA,NO GRUPOS,20/07/2026,3.330,3.996,2.580,1.171,883,1.059,664,36,1.347,1.616,1.347,1.124,850,1.020,383,11,99,119,88,0,152,182,98,0
JESICA ELISABET CACERES GAMIZ,0001012531,C047968,CASAS ONYOS CLAUDIA,CL ESTACIO 37 (FCIA),17457,GIRONA,RIUDELLOTS DE LA SELVA,NO GRUPOS,20/07/2026,0,0,0,906,0,0,0,127,0,0,0,348,0,0,0,377,,,,,0,0,0,54
JESICA ELISABET CACERES GAMIZ,0001012642,C008631,FELIU RUIZ  JOAN,CL CAMPCARDOS   37-39,17006,GIRONA,GIRONA,ECOCEUTICS,01/06/2026,2.812,3.374,2.507,2.101,651,781,616,528,1.244,1.492,1.177,494,219,263,150,263,390,468,390,454,308,370,175,362
JESICA ELISABET CACERES GAMIZ,0001012668,C021773,MENENDEZ ALVAREZ RODRIGUEZ MARIANO,CL PORT BANYULS 1,17487,GIRONA,EMPURIABRAVA,ECOCEUTICS,29/06/2026,6.897,8.276,5.727,5.187,3.177,3.812,2.403,2.270,2.682,3.218,2.667,2.163,673,808,387,473,216,259,135,163,149,179,135,118
JESICA ELISABET CACERES GAMIZ,0001012675,C008671,FOLCH RUBAU OLGA,CL PAU VILA I VIDARES 12,17003,GIRONA,GIRONA,ECOCEUTICS,08/07/2026,8.750,10.500,5.443,6.129,4.577,5.492,2.316,2.735,1.823,2.187,1.799,1.716,1.404,1.684,778,1.099,401,481,323,466,546,655,227,112
JESICA ELISABET CACERES GAMIZ,0001013322,C027846,DE LA PEÑA VILA FRANCESC,CL ANSELM CLAVE 8 (FARMACIA),17220,GIRONA,SANT FELIU DE GUIXOLS,NO GRUPOS,04/08/2026,11.248,13.498,8.998,8.510,3.035,3.642,1.891,1.840,6.676,8.011,6.336,5.715,926,1.111,593,383,442,531,178,419,169,203,0,153
JESICA ELISABET CACERES GAMIZ,0001013553,C009669,MUÑOZ PUIG IRENE,CL HOSPITAL 48,17257,GIRONA,TORROELLA DE MONTGRI,NO GRUPOS,16/07/2026,155,185,155,10,58,70,58,0,,,,,74,89,74,10,22,27,22,0,,,,
JESICA ELISABET CACERES GAMIZ,0001013553,C033724,MUÑOZ PUIG IRENE,CL HOSPITAL 48,17257,GIRONA,TORROELLA DE MONTGRI,NO GRUPOS,16/07/2026,5.030,6.036,4.373,3.855,798,958,677,535,1.843,2.212,1.843,2.188,366,439,185,158,1.731,2.077,1.457,666,292,350,212,308
JESICA ELISABET CACERES GAMIZ,0001013704,C009869,FARMACIA CIURANA C.B.,CL MIGDIA 54,17003,GIRONA,GIRONA,NO GRUPOS,26/06/2026,5.081,6.097,3.941,5.117,3.294,3.953,2.327,2.212,1.183,1.419,1.152,2.007,368,442,283,707,104,125,78,87,132,158,100,105
JESICA ELISABET CACERES GAMIZ,0001013975,C025704,PARAFARMACIA ELS PAVOS S.L,AV ELS PAVOS 30,17300,GIRONA,BLANES,NO GRUPOS,07/04/2026,43,52,29,25,0,0,0,25,,,,,9,10,9,0,14,17,0,0,21,25,21,0
JESICA ELISABET CACERES GAMIZ,0001013975,C027842,PARAFARMACIA ELS PAVOS S.L,AV ELS PAVOS 30,17300,GIRONA,BLANES,NO GRUPOS,07/04/2026,2.466,2.959,1.568,-173,1.544,1.853,914,-173,43,52,43,0,653,783,442,0,51,61,26,0,175,210,143,0
JESICA ELISABET CACERES GAMIZ,0001014216,C010483,MASSANEDA CLARES ELENA,CL PRESIDENT MACIA 64 (FCIA),17230,GIRONA,PALAMOS,NO GRUPOS,31/07/2026,6.764,8.117,6.053,11,2.044,2.453,1.360,11,4.035,4.841,4.035,0,474,569,447,0,195,234,195,0,17,20,17,0
JESICA ELISABET CACERES GAMIZ,0001014216,C046830,MASSANEDA CLARES ELENA,CL PRESIDENT MACIA 64 (FCIA),17230,GIRONA,PALAMOS,NO GRUPOS,31/07/2026,1.258,1.509,0,3.988,675,810,0,1.479,0,0,0,2.156,332,398,0,129,130,156,0,33,121,145,0,193
JESICA ELISABET CACERES GAMIZ,0001014652,C011106,COLL TEIXIDOR Mª DOLORS,AV GIRONES 8,17240,GIRONA,LLAGOSTERA,NO GRUPOS,29/06/2026,117,140,30,310,117,140,30,83,0,0,0,15,0,0,0,201,0,0,0,10,0,0,0,0
JESICA ELISABET CACERES GAMIZ,0001015038,C011805,THOMAS FERRER ISABEL,AV POMPEU FABRA 134 (FARMACIA),17200,GIRONA,PALAFRUGELL,NO GRUPOS,21/10/2024,64,76,64,0,,,,,,,,,0,0,0,0,64,76,64,0,,,,
JESICA ELISABET CACERES GAMIZ,0001015179,C012062,CASANOVAS SOLE Mª TERESA,CL CANIGO 16,17220,GIRONA,SANT FELIU DE GUIXOLS,NO GRUPOS,26/11/2025,386,463,102,0,90,108,25,0,0,0,0,0,62,74,62,0,15,18,15,0,220,264,0,0
JESICA ELISABET CACERES GAMIZ,0001015306,C012335,COSTA JUSCAFRESA NEUS,AV CATALUNYA 116,17252,GIRONA,SANT ANTONI DE CALONGE,NO GRUPOS,28/11/2025,776,931,776,729,0,0,0,0,717,861,717,729,,,,,59,71,59,0,,,,
JESICA ELISABET CACERES GAMIZ,0001015306,C013751,COSTA JUSCAFRESA NEUS,AV CATALUNYA 116,17252,GIRONA,SANT ANTONI DE CALONGE,NO GRUPOS,28/11/2025,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
JESICA ELISABET CACERES GAMIZ,0001015420,C012575,FALGUERA SACREST Mª LLUISA,PA CATALUNYA 11,17472,GIRONA,"ARMENTERA, L'",NO GRUPOS,16/06/2026,2.458,2.950,2.116,882,1.257,1.508,1.166,56,799,959,746,645,158,189,54,52,140,168,84,113,105,126,66,17
JESICA ELISABET CACERES GAMIZ,0001015700,C013339,AUBERT SIQUES ANNA,"CL GRAN, 35",17780,GIRONA,GARRIGUELLA,NO GRUPOS,17/06/2026,356,428,0,332,356,428,0,332,0,0,0,0,,,,,,,,,0,0,0,0
JESICA ELISABET CACERES GAMIZ,0001016006,C022075,SORIANO BARRUFET ABEL,RB PAU CASALS 12 (FCIA),17320,GIRONA,TOSSA DE MAR,NO GRUPOS,28/07/2026,0,0,0,7.347,0,0,0,1.596,0,0,0,4.484,0,0,0,338,0,0,0,752,0,0,0,176
JESICA ELISABET CACERES GAMIZ,0001016012,C014185,PROFESSION NETWORK PHARMACY SL,CL TRAMUNTANA 23,17180,GIRONA,VILABLAREIX,NO GRUPOS,06/07/2026,13.800,16.560,8.392,2.720,4.459,5.351,1.979,982,1.636,1.964,1.384,0,4.292,5.151,2.678,943,1.672,2.006,1.221,483,1.740,2.088,1.129,313
JESICA ELISABET CACERES GAMIZ,0001016063,C014369,ILLA DE SALUT DE SILS  S.L.,"AV EUROPA,27",17300,GIRONA,BLANES,ECOCEUTICS,01/06/2026,6.802,8.162,5.580,6.279,3.162,3.795,2.222,3.215,2.611,3.134,2.558,1.579,485,582,393,763,419,502,334,489,124,149,73,234
JESICA ELISABET CACERES GAMIZ,0001016070,C014389,PLANAS PUJOL XENIA,CR LLAGOSTERA 29,17455,GIRONA,CALDES DE MALAVELLA,NO GRUPOS,15/07/2026,1.501,1.801,702,915,653,784,314,221,,,,,169,203,75,192,124,149,72,423,554,665,241,79
JESICA ELISABET CACERES GAMIZ,0001016260,C022860,LLADO MARIE JOSEE PAULE,AV PASSAPERA Nº23,17310,GIRONA,LLORET DE MAR,NO GRUPOS,18/06/2025,298,358,298,0,298,358,298,0,0,0,0,0,,,,,0,0,0,0,,,,
JESICA ELISABET CACERES GAMIZ,0001016586,C015888,TORRES ARENY SONIA,"AV DE L´ONZE DE SETEMBRE, 3",17255,GIRONA,BEGUR,NO GRUPOS,08/06/2026,9.095,10.915,7.062,6.769,3.293,3.952,1.864,1.444,3.845,4.615,3.832,4.224,864,1.036,533,353,693,832,506,558,400,480,327,191
JESICA ELISABET CACERES GAMIZ,0001016670,C016152,FARMACIA PLANAS MORELL CB,AV CATALUNYA 12 (FARMACIA),17300,GIRONA,BLANES,NO GRUPOS,23/07/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JESICA ELISABET CACERES GAMIZ,0001016670,C044460,FARMACIA PLANAS MORELL CB,AV CATALUNYA 12 (FARMACIA),17300,GIRONA,BLANES,NO GRUPOS,23/07/2026,4.996,5.995,4.232,6.062,3.250,3.900,2.838,2.617,941,1.129,941,1.333,409,491,324,1.009,254,305,129,656,142,170,0,448
JESICA ELISABET CACERES GAMIZ,0001016731,C016391,JUIMCRIS 2008 S.L.,CL DEL CARME 46,17310,GIRONA,LLORET DE MAR,NO GRUPOS,10/07/2026,6.910,8.292,5.373,4.292,3.161,3.793,1.799,1.264,1.734,2.081,1.734,1.786,861,1.034,767,703,978,1.173,898,404,176,211,176,136
JESICA ELISABET CACERES GAMIZ,0001016737,C016422,FINA RIERA ANNA,AV SANT NARCIS 111,17005,GIRONA,GIRONA,NO GRUPOS,03/06/2026,25,30,0,92,0,0,0,68,16,19,0,0,9,11,0,9,0,0,0,15,0,0,0,0
JESICA ELISABET CACERES GAMIZ,0001016737,C034802,FINA RIERA ANNA,AV SANT NARCIS 111,17005,GIRONA,GIRONA,NO GRUPOS,03/06/2026,6.299,7.559,3.729,3.971,2.888,3.465,1.556,1.706,662,795,662,652,1.282,1.538,757,836,709,851,426,632,758,909,328,145
JESICA ELISABET CACERES GAMIZ,0001016838,C026301,BECH SOLES MARTA,"CL VILASECA, 73 (FARMACIA)",17251,GIRONA,CALONGE,NO GRUPOS,09/03/2026,3.896,4.675,2.549,1.840,1.194,1.433,394,219,1.088,1.306,1.088,406,1.165,1.398,756,718,322,386,274,497,127,152,37,0
JESICA ELISABET CACERES GAMIZ,0001017191,C017970,MAZO RIERA ANNA,CL FIRA 33,17412,GIRONA,MAÇANET DE LA SELVA,NO GRUPOS,03/06/2026,62,75,41,10,8,9,8,0,21,25,21,0,33,40,12,10,0,0,0,0,0,0,0,0
JESICA ELISABET CACERES GAMIZ,0001017369,C018478,RAMON CONTRERAS BORJA,AV VILLA DE MADRID 17,17300,GIRONA,BLANES,NO GRUPOS,31/07/2026,18.440,22.128,13.922,16.523,6.389,7.667,4.577,3.966,7.449,8.939,6.533,7.947,1.743,2.091,941,961,2.719,3.263,1.820,3.649,140,167,50,0
JESICA ELISABET CACERES GAMIZ,0001017438,C018686,IBAÑEZ AVIÑO LAURA,AV GIRONA 91,17150,GIRONA,SANT GREGORI (MUNICIPIO),NO GRUPOS,24/02/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
JESICA ELISABET CACERES GAMIZ,0001017530,C018992,MASSAGUER TABERNER EDUARD,"CL DEL  PORT,28",17130,GIRONA,"ESCALA, L'",NO GRUPOS,06/07/2026,7.697,9.237,5.325,6.117,2.662,3.194,1.556,1.380,3.237,3.884,2.933,3.735,747,897,328,365,442,530,305,317,610,732,203,319
JESICA ELISABET CACERES GAMIZ,0001017549,C019050,PEREZ GONZALEZ ANTONIA,CR GIRONA 27,17242,GIRONA,QUART,NO GRUPOS,04/10/2026,4.049,4.859,2.919,2.397,1.727,2.072,1.076,564,748,898,748,868,688,825,420,703,648,777,495,129,238,286,179,133
JESICA ELISABET CACERES GAMIZ,0001017578,C019142,MIQUEL CASALS MARIA,CL SANTIAGO RUSSINYOL FARMACIA,17250,GIRONA,PLATJA D'ARO,NO GRUPOS,30/06/2026,5.073,6.088,3.497,5.750,1.486,1.783,662,2.138,2.528,3.034,2.528,2.413,546,655,111,531,235,281,112,563,279,335,84,106
JESICA ELISABET CACERES GAMIZ,0001017648,C019421,BORES DOMENECH JOSE Mª,PS JOSEP MUNDET 33,17252,GIRONA,SANT ANTONI DE CALONGE,NO GRUPOS,02/07/2026,6.530,7.836,5.726,5.533,1.039,1.247,692,504,4.277,5.133,4.277,4.191,456,547,151,391,705,846,605,448,53,64,0,0
JESICA ELISABET CACERES GAMIZ,0001017765,C019840,BATLLORI DELLONDER MARTA,CL JUIA 64,17460,GIRONA,CELRA,NO GRUPOS,07/06/2026,3.880,4.656,3.110,2.008,1.720,2.065,1.411,1.030,169,203,152,-87,1.194,1.432,876,228,622,746,592,651,175,210,80,185
JESICA ELISABET CACERES GAMIZ,0001017788,C019963,"D`OCON NAVAZA, JOAQUIN",CL SANTA FE 5 (VIABREA),17404,GIRONA,RIELLS (MUNICIPIO),NO GRUPOS,19/05/2026,1.787,2.144,1.354,1.556,437,524,220,294,620,745,620,797,659,791,473,399,0,0,0,13,71,85,41,53
JESICA ELISABET CACERES GAMIZ,0001017953,C020614,CASTELLS BUSQUETS FERRAN,PA FORGAS 11,17255,GIRONA,BEGUR,NO GRUPOS,13/07/2026,8.687,10.424,4.524,3.745,3.636,4.363,2.151,2.548,4.806,5.767,2.158,1.154,82,98,51,43,158,190,158,0,6,7,6,0
JESICA ELISABET CACERES GAMIZ,0001017971,C021201,LLORENS PRIETO ELENA,CL JOSEP PLA I CASADEVALL 9 (FCIA),17310,GIRONA,LLORET DE MAR,NO GRUPOS,30/07/2026,3.390,4.067,3.390,564,838,1.005,838,564,1.740,2.087,1.740,0,51,62,51,0,400,479,400,0,361,434,361,0
JESICA ELISABET CACERES GAMIZ,0001017971,C037481,LLORENS PRIETO ELENA,CL JOSEP PLA I CASADEVALL 9 (FCIA),17310,GIRONA,LLORET DE MAR,NO GRUPOS,30/07/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JESICA ELISABET CACERES GAMIZ,0001017971,C048693,LLORENS PRIETO ELENA,CL JOSEP PLA I CASADEVALL 9 (FCIA),17310,GIRONA,LLORET DE MAR,NO GRUPOS,30/07/2026,0,0,0,869,0,0,0,283,0,0,0,496,0,0,0,90,,,,,,,,
JESICA ELISABET CACERES GAMIZ,0001018012,C020956,FARMACIA MARTINEZ ROCA C.B.,CL GRAN VIA PAU CASALS 20,17480,GIRONA,ROSES,NO GRUPOS,06/07/2022,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
JESICA ELISABET CACERES GAMIZ,0001018164,C021763,LAGUNA COBO PEDRO,CL JOAQUIN RUYRA 48-50 LOCAL 5,17300,GIRONA,BLANES,NO GRUPOS,07/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
JESICA ELISABET CACERES GAMIZ,0001018165,C021672,CAPELL VIDAL MARCEL,PA LLEDONER 3 (FCIA),17257,GIRONA,TORROELLA DE MONTGRI,NO GRUPOS,03/07/2026,7.890,9.468,7.635,5.007,2.868,3.441,2.613,1.299,3.954,4.745,3.954,2.753,393,472,393,358,347,416,347,472,328,394,328,125
JESICA ELISABET CACERES GAMIZ,0001018515,C022459,FCIA MARIO ALSINA ARGELES,"CL SANTA CLARA, 43",17486,GIRONA,CASTELLO D'EMPURIES,ECOCEUTICS,24/07/2026,4.989,5.987,2.902,2.759,1.620,1.943,699,799,1.550,1.860,1.550,1.409,1.323,1.587,401,422,399,478,163,69,98,118,90,60
JESICA ELISABET CACERES GAMIZ,0001018590,C012913,MAGRANS AROLA ROSA MARIA,AV RIDAURA 14,17246,GIRONA,SANTA CRISTINA D'ARO,NO GRUPOS,22/04/2026,8,10,8,76,8,10,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JESICA ELISABET CACERES GAMIZ,0001018620,C021582,LUCAS FALGUERA CRISTINA,CL ENGINYER ALGARRA 24,17256,GIRONA,PALS,NO GRUPOS,27/06/2026,404,484,202,320,281,338,79,111,0,0,0,15,84,100,84,156,31,37,31,38,8,9,8,0
JESICA ELISABET CACERES GAMIZ,0001018657,C022171,GIBOT ASSOCIATS SL,"AV DE FRANCA,40",17007,GIRONA,GIRONA,NO GRUPOS,23/06/2026,469,562,351,162,51,61,32,25,,,,,271,326,202,83,8,10,8,11,138,166,109,43
JESICA ELISABET CACERES GAMIZ,0001018851,C026698,GOMEZ MAESTRE CARMEN MARIA,AV CATALUNYA Nº3,17230,GIRONA,PALAMOS,NO GRUPOS,25/06/2026,6.231,7.478,3.257,3.310,205,246,42,67,0,0,0,0,4.563,5.476,2.360,1.667,1.027,1.233,728,1.169,437,524,127,406
JESICA ELISABET CACERES GAMIZ,0002000560,C036182,VENT DE FRANCE LA TRAMUNTANA SAU,AV CATALUNYA 4,17709,GIRONA,EL PORTUS,NO GRUPOS,29/07/2026,48.178,57.814,31.128,32.019,23.181,27.817,11.723,7.395,12.295,14.754,12.136,15.745,2.276,2.731,1.365,2.676,7.048,8.458,5.009,3.476,3.379,4.054,895,2.728
JESICA ELISABET CACERES GAMIZ,0002000728,C019518,GFARMA PARAFARMACIA SL,CTRA SANTA COLOMA 23,17180,GIRONA,VILABLAREIX,NO GRUPOS,29/07/2026,1.893,2.272,0,0,289,347,0,0,,,,,1.025,1.230,0,0,322,387,0,0,257,308,0,0
JESICA ELISABET CACERES GAMIZ,0002000728,C020986,GFARMA PARAFARMACIA SL,CTRA SANTA COLOMA 23,17180,GIRONA,VILABLAREIX,NO GRUPOS,29/07/2026,10.766,12.919,7.718,876,7.210,8.652,4.042,61,-151,-181,1.645,0,1.851,2.221,830,538,646,775,479,89,1.211,1.453,722,187
JESICA ELISABET CACERES GAMIZ,0002000814,C016954,LAWSONITA SLU-GRUPO ESCUDERO-,AV GALICIA S/N CC GRAN JONQUER,17700,GIRONA,"JONQUERA, LA",NO GRUPOS,09/07/2026,101.359,121.631,64.649,66.649,60.408,72.490,36.837,31.570,9.988,11.986,9.931,15.672,13.293,15.952,7.759,9.390,11.269,13.523,6.119,6.458,6.400,7.680,4.002,3.560
JESICA ELISABET CACERES GAMIZ,0002000912,C022331,ESTELAMIRA S.L.,CL ENRIC GRANADOS 1 - 9 LOCAL,17320,GIRONA,TOSSA DE MAR,ECOCEUTICS,24/06/2026,6.883,8.259,5.870,4.834,1.703,2.044,1.438,986,4.378,5.253,3.928,3.205,245,294,187,364,90,108,90,178,467,560,227,101
JESICA ELISABET CACERES GAMIZ,0005002276,C025705,LAGUILLO SALA ANNA,CR PROVINCIALS 289,17244,GIRONA,CASSA DE LA SELVA,ECOCEUTICS,07/07/2026,6.490,7.787,3.161,3.934,2.840,3.408,970,1.252,1.240,1.487,1.240,1.587,1.672,2.006,532,710,559,671,286,235,179,215,133,151
JESICA ELISABET CACERES GAMIZ,0005002390,C026266,PARAFARMA BONARA S.L.,CTRA SANT FELIU DE GUIXOLS KM 8,17243,GIRONA,LLAMBILES,NO GRUPOS,24/10/2022,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
JESICA ELISABET CACERES GAMIZ,0005002390,C030842,PARAFARMA BONARA S.L.,CTRA SANT FELIU DE GUIXOLS KM 8,17243,GIRONA,LLAMBILES,NO GRUPOS,24/10/2022,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
